"id","title","videoid","video_secret","download_size","website_url","activate","order","is_free","created_at","updated_at","subject_type_id"
183,"Lecture 026
Lecture Topic: CVS Physiology
Duration: 1:15:56","706410815","0097c973fd","{""360p"": ""128.2MB"", ""540p"": ""248.5MB"", ""720p"": "" 357.6MB""}","<div style=""padding:53.29% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/706410815?h=0097c973fd&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""CVS Physiology[Residency]""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,26,0,"2022-05-05 06:14:02.763145","2022-05-05 06:14:02.763181",60
184,"Lecture 016
Lecture Topic: Peri - operative (page -258- 277)
Duration: 1:47:18","706407634","3e242c0c6b","{""360p"": ""177.1MB"", ""540p"": "" 343.2MB"", ""720p"": ""441.2MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/706407634?h=3e242c0c6b&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Peri - operative (page -258- 277)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,16,0,"2022-05-05 06:18:46.765363","2022-05-05 06:19:42.513904",40
185,"Lecture 015
Lecture Topic: Peri - operative (page 255- 258)
Duration: 50:57","706408574","4666b96319","{""360p"": ""85MB"", ""540p"": ""164.7MB"", ""720p"": "" 211.8MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/706408574?h=4666b96319&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Peri - operative (page 255- 258)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,15,0,"2022-05-05 06:22:18.030698","2022-05-05 06:22:18.030734",40
186,"Lecture 027
Lecture Topic: GIT & HBS Physiology
Duration: 54:35","707187035",b42eeac286,"{""360p"": ""106.88MB"", ""540p"": ""205.05MB""}","<div style=""padding:56.23% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/707187035?h=b42eeac286&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""GIT &amp;amp; HBS Physiology [Residency]""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,27,0,"2022-05-07 04:02:31.815038","2022-05-07 04:02:31.815075",60
187,"Lecture 028
Lecture Topic: Blood Physiology 
Duration: 54:35","707195360",aff284e73b,"{""360p"": ""106.6MB"", ""540p"": ""205.3MB""}","<div style=""padding:56.23% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/707195360?h=aff284e73b&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Blood Physiology [Residency]""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,28,0,"2022-05-07 06:07:42.099415","2022-05-07 06:07:42.099454",60
189,"Lecture 018
Lecture Topic: Psychiatry
Duration: 26:26","707441678","8ed1773447","{""360p"": ""50.82MB"", ""540p"": ""105.8MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/707441678?h=8ed1773447&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Gynaecological pharmacology part -2""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,18,0,"2022-05-08 07:35:26.021499","2022-05-08 07:41:35.291478",41
195,"Lecture 029
Lecture Topic: Psychiatry
Duration: 59:34","707440867","555de426fc","{""360p"": ""150.68MB"", ""540p"": ""305.96MB"", ""720p"": ""391.03MB""}","<div style=""padding:69.9% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/707440867?h=555de426fc&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Psychiatry""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,29,0,"2022-05-11 10:14:29.070554","2022-05-11 10:14:29.070597",39
196,"Lecture 030
Lecture Topic: Presenting problems of infectious disease & viral disease
Duration: 45:01","698911998",cdda868cd3,"{""360p"": ""96.46MB"", ""540p"": ""201.88MB"", ""720p"": ""328.92MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/698911998?h=cdda868cd3&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""presenting problems of infectious disease + viral disease""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,30,0,"2022-05-11 10:21:08.803856","2022-05-11 10:21:08.803895",39
197,"Lecture 031
Lecture Topic: Bacterial infection
Duration: 48:49","700014336",b4d7cf7b5c,"{""360p"": ""104.88MB"", ""540p"": ""213.96MB"", ""720p"": ""338.14MB""}","<div style=""padding:221.75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/700014336?h=b4d7cf7b5c&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Bacterial infection""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,31,0,"2022-05-11 10:22:27.157071","2022-05-11 10:22:27.157107",39
198,"Lecture 032
Lecture Topic: Protozoal, fungal infection
Duration: 33:42","700014982",eb0b9060d2,"{""360p"": ""73.66MB"", ""540p"": ""150.7MB"", ""720p"": ""241.48MB""}","<div style=""padding:221.75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/700014982?h=eb0b9060d2&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Protozoal, fungal infection""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,32,0,"2022-05-11 10:23:47.388403","2022-05-11 10:23:47.388438",39
199,"Lecture 033
Lecture Topic: HIV & STI
Duration: 29:47","701181261",b42d6ae45e,"{""360p"": ""63.44MB"", ""540p"": ""132.69MB"", ""720p"": ""219.2MB""}","<div style=""padding:221.75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/701181261?h=b42d6ae45e&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""HIV &amp;amp; STI""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,33,0,"2022-05-11 10:25:45.212664","2022-05-11 10:25:45.212703",39
200,"Lecture 034
Lecture Topic: Clinical Biochemistry & Metabolic Medicine
Duration: 27:53","689188453","80dabd5ef8","{""360p"": ""93.13MB"", ""540p"": ""199.72MB"", ""720p"": ""306.17MB""}","<div style=""padding:52.66% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/689188453?h=80dabd5ef8&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Clinical Biochemistry &amp;amp; Metabolic Medicine""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,34,0,"2022-05-11 10:30:44.898012","2022-05-11 10:30:44.898045",39
201,"Lecture 035
Lecture Topic: Rheumatology
Duration: 41:11","706405411",d630e1e480,"{""360p"": ""129.6MB"", ""540p"": ""257.69MB"", ""720p"": ""384.2MB""}","<div style=""padding:52.66% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/706405411?h=d630e1e480&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Rheumatology""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,35,0,"2022-05-11 10:32:03.833582","2022-05-11 10:32:03.833624",39
202,"Lecture 036
Lecture Topic: Haematology part-1
Duration: 49:34","668306818","9751c61b75","{""360p"": ""128.12MB"", ""540p"": ""276.07MB"", ""720p"": ""366.75MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/668306818?h=9751c61b75&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Haematology-01""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,36,0,"2022-05-11 10:36:54.186606","2022-05-11 10:36:54.186644",39
203,"Lecture 037
Lecture Topic: Haematology part-2
Duration: 1:05:37","668309233",efd3b6d56a,"{""360p"": ""166.84MB"", ""540p"": ""364.53MB"", ""720p"": ""487.33MB""}","<div style=""padding:47.81% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/668309233?h=efd3b6d56a&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Haematology-02""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,37,0,"2022-05-11 10:37:47.961962","2022-05-11 10:37:47.962003",39
204,"Lecture 017
Lecture Topic: Perioperative part -2 (page 278-308)
Duration: 1:53:52","708772945","70dcd2378c","{""360p"": ""229.36MB"", ""540p"": ""434.89MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/708772945?h=70dcd2378c&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""20220512-000210-164""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,17,0,"2022-05-11 19:53:18.026962","2022-05-11 19:53:18.027004",40
206,"Lecture 019
Lecture Topic: Premalignant lesion of genital tract
Duration: 29:30","708687561",a50620eec1,"{""360p"": ""53.97MB"", ""540p"": ""111.35MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/708687561?h=a50620eec1&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Premaligant lesion of genital tract""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,19,0,"2022-05-12 14:08:59.072186","2022-05-12 14:08:59.072224",41
207,"Lecture 020
Lecture Topic: Benign lesion of the genital tract
Duration: 23:16","708686628","51486fb221","{""360p"": ""41.67MB"", ""540p"": ""85.47MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/708686628?h=51486fb221&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Benign lesion of the genital tract""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,20,0,"2022-05-12 14:11:32.956111","2022-05-12 14:11:32.956171",41
209,"Lecture 023
Lecture Topic: Paediatric Oncology
Duration: 22:49","708686882","2c6cb1277e","{""360p"": ""56.85MB"", ""540p"": ""110.87MB""}","<div style=""padding:56.23% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/708686882?h=2c6cb1277e&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Paediatric Oncology[Textbook Batch]""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,23,0,"2022-05-12 14:16:56.113186","2022-05-12 14:16:56.113236",42
210,"Lecture 029
Lecture Topic: Endocrinology
Duration: 1:04:31","709108783","4273821e60","{""360p"": ""114.99MB"", ""540p"": ""218.2MB""}","<div style=""padding:56.23% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/709108783?h=4273821e60&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Endocrinology[Residency]""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,29,0,"2022-05-12 14:57:51.479522","2023-10-20 05:53:24.715347",60
211,"Lecture 024
Lecture Topic: Surgical & Medical emergency, Accidents, Poisoning
Duration: 33:34","710679712",ad585a5e62,"{""360p"": ""82.81MB"", ""540p"": ""163.57MB""}","<div style=""padding:56.23% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/710679712?h=ad585a5e62&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Surgical&amp;amp;Medical emergency,Accidents,Poisoning""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,24,0,"2022-05-17 08:43:14.957583","2022-05-17 08:43:14.957622",42
212,"Lecture 025
Lecture Topic: Seizure disorder & Developmental delay & Psychiatric disorder
Duration: 33:59","710679068","94e1106bb1","{""360p"": ""83.27MB"", ""540p"": ""161.31MB""}","<div style=""padding:56.23% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/710679068?h=94e1106bb1&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Seizure_disorder&amp;amp;Developmental_delay&amp;amp;Psychatric_disorderTextbook""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,25,0,"2022-05-17 08:47:16.601924","2022-05-17 08:47:16.601961",42
213,"Lecture 026
Lecture Topic: Genetics
Duration: 27:43","710677047",cdd509efba,"{""360p"": ""67.89MB"", ""540p"": ""136.24MB""}","<div style=""padding:56.23% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/710677047?h=cdd509efba&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Genetics[Textbook Batch]""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,26,0,"2022-05-17 08:50:18.284672","2022-05-17 08:50:18.284713",42
214,"Lecture 027
Lecture Topic: Diarrhoeal diseases & Diseases of Ear, Nose, Throat
Duration: 26:37","710676580","317328819e","{""360p"": ""58.25MB"", ""540p"": ""114.19MB""}","<div style=""padding:56.23% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/710676580?h=317328819e&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Diarrhoeal_diseases&amp;amp;Diseases_of_ear,Nose,ThroatTextbook_Batch""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,27,0,"2022-05-17 08:53:11.483301","2022-05-17 08:53:11.483341",42
215,"Lecture 028
Lecture Topic: Haematology & Bleeding disorder
Duration: 54:08","710677723",a4617cf474,"{""360p"": ""77.9MB"", ""540p"": ""150.21MB""}","<div style=""padding:56.23% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/710677723?h=a4617cf474&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Haematology&amp;amp;Bleeding disorder[Textbook Btach]""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,28,0,"2022-05-17 08:59:57.197798","2022-05-17 08:59:57.197837",42
216,"Lecture 030
Lecture Topic: Residency Upper and Lower Limb
Duration: 28:11","711947407","2209744f4e","{""360p"": ""41.25MB"", ""540p"": ""79.86MB"", ""720p"": ""104.69MB""}","<div style=""padding:56.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/711947407?h=2209744f4e&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Residency Upper and Lower Limb""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,30,0,"2022-05-20 10:25:10.462296","2022-05-20 10:25:10.462336",60
218,"Lecture 021
Lecture Topic: Carcinoma of cervix and endometrial Carcinoma
Duration: 28:11","711948796","8c79b8b6fc","{""360p"": ""38.29MB"", ""540p"": ""80.44MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/711948796?h=8c79b8b6fc&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Carcinoma of cervix and endometrial Carcinoma""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,21,0,"2022-05-20 10:29:47.199713","2022-05-20 10:29:47.199752",41
220,"Lecture 022
Lecture Topic: Ovarian neoplasm
Duration: 21:29","712000618",db0f8f3211,"{""360p"": ""40.19MB"", ""540p"": ""83.23MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/712000618?h=db0f8f3211&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Ovarian neoplasm""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,22,0,"2022-05-20 10:33:30.569914","2022-05-20 10:33:30.569953",41
221,"Lecture 029
Lecture Topic: Guideline Class P-1
Duration: 1:15:16","712502206",ff86804330,"{""360p"": ""107.09MB"", ""540p"": ""219.72MB"", ""720p"": ""238.11MB""}","<div style=""padding:56.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/712502206?h=ff86804330&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Guideline Class P-1""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,29,0,"2022-05-22 07:54:11.935204","2022-05-22 07:54:11.935244",42
222,"Lecture 031
Lecture Topic: Head Neck
Duration: 23:22","714035944",c516fe97ae,"{""360p"": ""40.54MB"", ""540p"": ""80.01MB"", ""720p"": ""107.65MB""}","<div style=""padding:56.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/714035944?h=c516fe97ae&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Head Neck""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,31,0,"2022-05-26 15:07:09.266108","2022-05-26 15:07:09.266147",60
223,"Lecture 032
Lecture Topic: Residency Neuroanatomy
Duration: 24:33","716639075",fb655056be,"{""360p"": ""41.39MB"", ""540p"": ""80.96MB"", ""720p"": ""107.72MB""}","<div style=""padding:56.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/716639075?h=fb655056be&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Residency Neuroanatomy""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,32,0,"2022-06-03 03:34:42.581783","2022-06-03 03:34:42.581826",60
224,"Lecture 001
Lecture Topic: MOCK 1 paper 1
Duration: 36:06","717286990",ff434466f8,"{""360p"": ""76.22MB"", ""540p"": ""158.18MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/717286990?h=ff434466f8&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""MOCK 1 paper 1 - ObsGyn""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,1,0,"2022-06-05 17:23:07.379640","2022-06-05 18:44:33.712565",91
225,"Lecture 001
Lecture Topic: Mock 1 paper 1
Duration: 1:18:02","717287687","875c6060e8","{""360p"": ""122.04MB"", ""540p"": ""233.87MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/717287687?h=875c6060e8&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Mock 1 paper 1 - Surgery""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,1,0,"2022-06-05 17:27:28.243080","2022-06-05 18:44:40.792396",90
226,"Lecture 001
Lecture Topic: Mock 1 paper 1
Duration: 25:03","717288733",ac40d761f2,"{""360p"": ""44.17MB"", ""540p"": ""85.81MB""}","<div style=""padding:56.23% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/717288733?h=ac40d761f2&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""MOCK-01-Paper 1 Paediatrics""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,1,0,"2022-06-05 18:12:27.773634","2022-06-05 18:44:46.759830",92
227,"Lecture 001
Lecture Topic: Mock 1 paper 1
Duration: 35:39","717305640",f6fc2f8621,"{""360p"": ""73.13MB"", ""540p"": ""146.35MB"", ""720p"": ""164.75MB""}","<div style=""padding:75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/717305640?h=f6fc2f8621&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Mock 1 paper 1 - Medicine""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,1,0,"2022-06-05 19:10:27.721042","2022-06-05 19:10:27.721081",89
228,"Lecture 002
Lecture Topic: MOCK 1 paper 2
Duration: 47:36","718963799",c6ad4b48d3,"{""360p"": ""107.69MB"", ""540p"": ""221.81MB""}","<div style=""padding:208.49% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/718963799?h=c6ad4b48d3&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Solve classmock 1 paper 2""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,2,0,"2022-06-10 05:51:00.539954","2022-06-10 18:34:21.109057",90
229,"Lecture 002
Lecture Topic: Mock 1 paper 2
Duration: 24:36","718965974",b1fe7ebf7f,"{""360p"": ""46.08MB"", ""540p"": ""89.11MB""}","<div style=""padding:56.23% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/718965974?h=b1fe7ebf7f&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""MOCK-01[P-02]""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,2,0,"2022-06-10 05:54:02.052801","2022-06-10 18:34:36.275758",92
230,"Lecture 033
Lecture Topic: Neurophysiology
Duration: 37:26","719182584","689b74def9","{""360p"": ""74.7MB"", ""540p"": ""141.75MB""}","<div style=""padding:56.23% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/719182584?h=689b74def9&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Neurophysiology[Residency]""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,33,0,"2022-06-10 18:17:40.310465","2022-06-10 18:17:40.310504",60
231,"Lecture 002
Lecture Topic: Mock 1 paper 2
Duration: 36:58","719197337","7cff42607d","{""360p"": ""67.97MB"", ""540p"": ""139.57MB""}","<div style=""padding:222.22% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/719197337?h=7cff42607d&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""MOCK -1 Paper 2- gynae""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,2,0,"2022-06-10 18:33:24.721894","2022-06-10 18:34:42.731015",91
232,"Lecture 003
Lecture Topic: FCPS Surgery Guideline Class, Paper-1 & 2
Duration: 2:31:30","719495131",dbcfc8143b,"{""360p"": ""173.52MB"", ""540p"": ""341.32MB"", ""720p"": ""374.72MB""}","<div style=""padding:93.75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/719495131?h=dbcfc8143b&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""FCPS Surgery Guideline Class, Paper-1 &amp;amp; 2""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,3,0,"2022-06-12 06:15:38.557341","2022-06-12 06:16:58.624395",90
