"id","title","videoid","video_secret","download_size","website_url","activate","order","is_free","created_at","updated_at","subject_type_id","thumbnail_url","date_field","duration","pdflink"
128,"Live Class – 15:

টপিক:
- ত্রিভুজ সংক্রান্ত উপপাদ্য,
- পীথাগোরাসের উপপাদ্য","760164397",Math Master,"{""360p"": ""325.09MB"", ""540p"": ""669.1MB"", ""720p"": ""975.3MB""}","<div style=""padding:75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/760164397?h=6b64d21624&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""live_interactive_class_&amp;ndash;_15 (720p).mp4""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-16,0,"2022-10-14 05:27:43.710857","2023-08-29 08:21:21.335237",19,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Math-Master.png,,"01:28:14",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/Math_Master_Class_015.pdf
129,"লাইভ ক্লাস - ৩৩

টপিক:
বাচ্য, উক্তি ও যতিচিহ্ন","761888382",Banglabid Grammer,"{""360p"": ""286.96MB"", ""540p"": ""602.59MB"", ""720p"": ""933.87MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/761888382?h=a12289938c&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""20221019-201111-996""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-33,0,"2022-10-19 03:59:29.610127","2023-08-28 08:38:36.571639",39,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Bangla-Grammar.png,,"01:27:48",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/BanglaBid_Grammar_-_Lecture_33.pdf
130,"Live Class – 16:

টপিক:
পরিমিতি - সরলক্ষেত্র ও ঘনবস্তু","762142131",Math Master,"{""360p"": ""233.56MB"", ""540p"": ""504.63MB"", ""720p"": ""737.46MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/762142131?h=5cbc0c6aab&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""live_interactive_class_&amp;ndash;_16 (720p)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-17,0,"2022-10-20 06:57:58.399528","2023-08-29 08:21:32.966555",19,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Math-Master.png,,"01:16:10",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/Math_Master_Class_016.pdf
131,"লাইভ ক্লাস - ৩৪

টপিক:
দ্বিরুক্ত শব্দ, সংখ্যাবাচক শব্দ, বচন","763051288",Banglabid Grammer,"{""360p"": ""286.96MB"", ""540p"": ""185.81MB"", ""720p"": ""363.9MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/763051288?h=814c05e936&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""live_interactive_class_-_32 (720p)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-34,0,"2022-10-23 06:54:03.970692","2023-08-28 08:38:45.888740",39,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Bangla-Grammar.png,,"1:43:15",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/BanglaBid_Grammar_-_Lecture_34.pdf
132,"Live Class – 17:

টপিক:
বেসিক ত্রিকোণমিতি","763649773",Math Master,"{""360p"": ""366.74MB"", ""540p"": ""818MB"", ""720p"": ""1.14GB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/763649773?h=b1f260c004&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""live_interactive_class_&amp;ndash;_17 (720p).mp4""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-18,0,"2022-10-25 06:15:26.431995","2023-08-29 08:21:42.174955",19,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Math-Master.png,,"1:26:36",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/Math_Master_Class_017.pdf
133,"লাইভ ক্লাস - ৩৫

টপিক:
পুরুষ ও স্ত্রী-বাচক শব্দ পদাশ্রিত নির্দেশক উক্তি","764396785",Banglabid Grammer,"{""360p"": ""286.96MB"", ""540p"": ""151.63MB"", ""720p"": ""309.69MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/764396785?h=523dac6790&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""live_interactive_class_&amp;ndash;_33 (720p) (1)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-35,0,"2022-10-27 03:03:12.597741","2023-08-28 08:38:55.211006",39,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Bangla-Grammar.png,,"1:21:30",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/BanglaBid_Grammar_-_Lecture_35.pdf
134,"Live Class – 18:

টপিক:
- গতি ও ট্রেন বিষয়ক সমস্যা, 
- নৌকা ও স্রোত বিষয়ক সমস্যা","765172284",Math Master,"{""360p"": ""366.74MB"", ""540p"": ""161.38MB"", ""720p"": ""360.52MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/765172284?h=fcaef752e3&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""live_interactive_class_&amp;ndash;_18 (720p)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-19,0,"2022-10-29 05:20:29.520370","2023-08-29 08:21:50.549751",19,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Math-Master.png,,"1:26:59",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/Math_Master_Class_018.pdf
135,"লাইভ ক্লাস - ৩৬

টপিক:
কারক ও বিভক্তি","765369974",Banglabid Grammer,"{""360p"": ""1.85GB"", ""540p"": ""232.4MB"", ""720p"": ""509.8MB""}","<div style=""padding:75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/765369974?h=b9313d4ef1&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""live_interactive_class_&amp;ndash;_34 (720p) (1)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-36,0,"2022-10-30 07:54:38.708614","2023-08-28 08:39:08.128879",39,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Bangla-Grammar.png,,"1:35:52",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/BanglaBid_Grammar_-_Lecture_36.pdf
136,"Lecture - 31 

Topic: 
(Narration Part-1)
6 Basic Rules for Changing Narration","765983353",English Wizard,"{""360p"": ""39.48MB"", ""540p"": ""55.12MB"", ""720p"": ""70.75MB"", ""1080p"": ""109.96MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/765983353?h=e800534f0a&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Narration Part-1""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-82,0,"2022-11-01 07:02:26.014834","2023-08-29 08:57:16.448359",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"14:49",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/81_Literature_-_31_i.pdf
137,"Lecture - 31 

Topic: 
(Narration Part-2)
Basic Rule 1 : Changing Reporting Verb","765988947",ufufvt,"{""360p"": ""39.8MB"", ""540p"": ""47.33MB"", ""720p"": ""53.33MB"", ""1080p"": ""65.51MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/765988947?h=e40384ea33&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Narration Part-2""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-83,0,"2022-11-01 07:24:13.672941","2023-08-29 08:56:39.041631",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"20:20",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/82_Literature_-_31_ii.pdf
138,"Lecture - 31 

Topic: 
(Narration Part-3)
Basic Rule 2 : Adding ‘That/if/to’","765991727",fhgdduyu,"{""360p"": ""15.68MB"", ""540p"": ""21.92MB"", ""720p"": ""28.03MB"", ""1080p"": ""50.65MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/765991727?h=cca05a9ed7&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Narration Part-3""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-84,0,"2022-11-01 07:37:45.912003","2023-08-29 08:55:56.789802",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"06:13",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/83_Literature_-_31_iii.pdf
139,"Lecture - 31

Topic: 
(Narration Part-4)
Basic Rule 3 : Changing ‘Subject & Object’","765994537",fhgdduyt,"{""360p"": ""14.4MB"", ""540p"": ""18.56MB"", ""720p"": ""22.64MB"", ""1080p"": ""34.53MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/765994537?h=b9e1880d70&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Narration Part-4""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-85,0,"2022-11-01 07:50:53.126891","2023-08-29 08:55:29.709907",29,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/English-Wizard.png,,"06:30",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/83_Literature_-_31_iv.pdf
140,ICT Introduction,"766494676",ICT,"{""360p"": ""18.68MB"", ""540p"": ""36.17MB"", ""720p"": ""59.3MB"", ""1080p"": ""34.53MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/766494676?h=7534c75668&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""ICT Intro""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,1,1,"2022-11-02 15:00:48.485546","2023-02-12 07:02:36.844725",42,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/ICT-Expert.png,,"2:52",
141,"Live Class – 19:

টপিক:
- সময় ও কাজ, 
- সময় ও দূ্রত্ব,
- নল ও চৌবাচ্চা","766753291",Math Master,"{""360p"": ""164.03MB"", ""540p"": ""347.74MB"", ""720p"": ""1.08GB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/766753291?h=15427188a8&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""live_interactive_class_&amp;ndash;_19 (720p)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-20,0,"2022-11-03 05:33:41.434975","2023-08-29 08:22:01.020667",19,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Math-Master.png,,"1:22:41",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/Math_Master_Class_019.pdf
142,"লাইভ ক্লাস - ৩৭

টপিক: 
যতিচিহ্ন, ক্রিয়ার কাল, ক্রিয়া ভাব","767295186",Banglabid Grammer,"{""360p"": ""495.23MB"", ""540p"": ""1.34GB"", ""720p"": ""2.09GB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/767295186?h=e72a7472c2&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Live Interactive Class &amp;ndash; 35""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-37,0,"2022-11-05 03:29:24.191774","2023-08-28 08:39:17.404374",39,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Bangla-Grammar.png,,"1:48:37",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/BanglaBid_Grammar_-_Lecture_37.pdf
143,"Live Class – 20:

টপিক:
- বর্গমূল, 
- দিক ও দূরত্ব নির্ণয়, 
- যৌক্তিক সংখ্যা","767789556",Math Master,"{""360p"": ""360.25MB"", ""540p"": ""998.18MB"", ""720p"": ""1.52GB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/767789556?h=a093df47e2&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Live Interactive Class &amp;ndash; 20""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-21,0,"2022-11-07 03:27:46.101759","2023-08-29 08:22:09.691559",19,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Math-Master.png,,"1:18:59",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/Math_Master_Class_020.pdf
144,"Live Interactive Class – 1

টপিক: 
কম্পিউটার নম্বর সিস্টেম   (Part 1)","847925008",ICT,"{""360p"": ""378.68MB"", ""540p"": ""686.19MB"", ""720p"": ""998.31MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/847925008?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""ICT Edited Class 1""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-1,1,"2022-11-08 03:45:14.528955","2023-08-28 07:13:32.292673",42,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/ICT-Expert.png,,"1:27:13",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/ICT_-_Lec_01.pdf
145,"লাইভ ক্লাস - ৩৮

টপিক:
ছন্দ","768982939",Banglabid Grammer,"{""360p"": ""454.51MB"", ""540p"": ""1.22GB"", ""720p"": ""1.91GB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/768982939?h=471fdcb57f&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Live Interactive Class &amp;ndash; 36""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-38,0,"2022-11-10 03:04:40.882332","2023-08-28 08:39:25.489821",39,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Bangla-Grammar.png,,"1:39:43",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/BanglaBid_Grammar_-_Lecture_38.pdf
146,"Live Interactive Class – 2

টপিক: 
কম্পিউটার নম্বর সিস্টেম (Part -02)","769437142",ICT,"{""360p"": ""416.8MB"", ""540p"": ""1.13GB"", ""720p"": ""1.76GB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/769437142?h=5a1f3aed9c&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Live Interactive Class &amp;ndash; 2""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-2,0,"2022-11-11 07:20:10.896504","2023-08-28 07:13:47.236475",42,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/ICT-Expert.png,,"1:31:23",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/ICT_-_Lec_02.pdf
147,"Live Class – 21:

টপিক:
- দর্পন চিত্র, 
- ঘড়ির সময় নির্ণয়, 
- দিন ও বয়স নির্ণয়","769884155",Math Master,"{""360p"": ""368.7MB"", ""540p"": ""1,020.47MB"", ""720p"": ""1.56GB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/769884155?h=7e84207acd&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Live Interactive Class &amp;ndash; 21""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-22,0,"2022-11-12 03:48:06.650890","2023-08-29 08:22:20.615681",19,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Math-Master.png,,"1:20:48",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/Math_Master_Class_021.pdf
148,"লাইভ ক্লাস - ৩৯

টপিক:
মাধ্যমিক ব্যকরণ বইয়ের পুরাতণ ও নতুন সংস্করণের মধ্যে পার্থক্য ও অলংকার","774542941",Banglabid Grammer,"{""360p"": ""612.33MB"", ""540p"": ""1.65GB"", ""720p"": ""2.58GB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/770198609?h=43898d8131&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Live Interactive Class &amp;ndash; 37""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-39,0,"2022-11-13 03:06:05.197626","2023-08-28 08:39:34.870829",39,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Bangla-Grammar.png,,"2:13:58",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/BanglaBid_Grammar_-_Lecture_39.pdf
149,"Live Interactive Class – 3

টপিক:
ডিজিটাল ডিভাইস ও লজিক গেইট সমূহ [ Part - 1]","770410578",ICT,"{""360p"": ""421.73MB"", ""540p"": ""1.14GB"", ""720p"": ""1.78GB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/770410578?h=6cd1625c51&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Live Interactive Class &amp;ndash; 3""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-3,1,"2022-11-14 02:40:48.582814","2023-08-28 07:21:18.786596",42,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/ICT-Expert.png,,"1:32:30",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/ICT_-_Lec_03.pdf
150,"Live Interactive Class – 4

টপিক:
ডিজিটাল ডিভাইস  [ Part-2]","771575560",ICT,"{""360p"": ""423.83MB"", ""540p"": ""1.14GB"", ""720p"": ""1.79GB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/771575560?h=38c07e8e56&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Live Interactive Class &amp;ndash; 4""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-4,0,"2022-11-17 03:38:10.363988","2023-08-28 07:15:55.242113",42,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/ICT-Expert.png,,"1:32:57",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/ICT_-_Lec_04_3DkKGNu.pdf
151,"Live Interactive Class – 5

টপিক: 
অপারেটিং সিস্টেম","772777581",ICT,"{""360p"": ""453.1MB"", ""540p"": ""1.22GB"", ""720p"": ""1.91GB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/772777581?h=f6fcfdfe9c&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Live Interactive Class &amp;ndash; 5""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-5,0,"2022-11-20 03:39:16.315198","2023-08-28 07:15:27.260501",42,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/ICT-Expert.png,,"1:39:22",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/ICT_-_Lec_05.pdf
152,"Live Interactive Class – 6

টপিক: 
কম্পিউটারের ইতিহাস","773791880",ICT,"{""360p"": ""429.16MB"", ""540p"": ""1.16GB"", ""720p"": ""1.81GB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/773791880?h=e613bc11fc&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Live Interactive Class &amp;ndash; 6""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-6,0,"2022-11-23 03:15:02.981921","2023-08-28 07:15:16.576289",42,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/ICT-Expert.png,,"1:34:06",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/ICT_-_Lec_06.pdf
153,"Live MCQ™ Weekly Bulletin

Episode - 1

তারিখ: ২৩ নভেম্বর, ২০২২","774686695",W/B,"{""360p"": ""170.9MB"", ""540p"": ""252.5MB"", ""720p"": ""262.73MB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/774686695?h=a0cdbecc76&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Weekly_Bulletin Episode 01""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-1,1,"2022-11-24 04:04:53.126571","2023-08-29 11:39:25.417977",46,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Weekly-Bulletin.png,"2022-11-23","1:06:12",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/Weekly_Bulletin_Final_E-1.pdf
154,"Live Interactive Class – 1

Topic:
Number System, HCF, LCM","775292012",Bank Math Master,"{""360p"": ""348.64MB"", ""540p"": ""966.07MB"", ""720p"": ""1.47GB""}","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/775292012?h=8f3cc79f5d&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Live Interactive Class &amp;ndash; 1""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>",1,-1,1,"2022-11-27 03:57:19.568321","2023-08-29 08:24:55.917611",45,https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/uploads/Math-Master-bank.png,,"1:16:26",https://elasticbeanstalk-ap-southeast-1-051040323559.s3.amazonaws.com/livemcq-files/media/documents/Bank_Math_01.pdf
